10.01.2015 01:08:32: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:968 MV22_DZ
12.01.2015 21:01:05: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:05: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:05: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:05: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:06: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:06: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:06: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:06: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:06: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:06: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:06: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:06: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:07: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:08: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:08: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:08: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:08: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:08: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:08: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:08: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:08: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:09: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:10: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:10: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:10: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:10: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:10: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:10: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:10: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:10: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:11: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:11: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:11: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:11: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:11: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:11: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:11: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:11: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:12: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:13: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:13: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:13: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:13: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:13: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:13: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:13: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:13: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:14: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:15: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:16: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:17: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:18: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:19: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:20: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:21: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:22: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:23: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:24: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:25: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:26: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:27: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:27: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:27: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:27: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
12.01.2015 21:01:27: Ludacris (71.74.108.253:2304) 7d2f7bd7204323d2f9b6100698cae3a7 - #0 0.000000 2:8550 
